#Measurements of the CMB-only TT power spectrum, power is l(l+1) C_l / 2pi in uK^2
#
   Experiment      ,    l_min ,  l_center ,     l_max ,       Power  ,  Sigma_minus ,   Sigma_plus ,    Upper Limit
WMAP_2013     ,   ,  232   , ,  6537.8765   ,    476.2145    ,   476.2145    ,  
WMAP_2013     ,   ,  233   , ,  6200.2437   ,    474.7260    ,   474.7260    ,  
WMAP_2013     ,   ,  234   , ,  5089.4365   ,    473.1926    ,   473.1926    ,  
WMAP_2013     ,   ,  235   , ,  6105.6758   ,    471.6265    ,   471.6265    ,  
WMAP_2013     ,   ,  236   , ,  6194.4033   ,    470.0160    ,   470.0160    ,  
WMAP_2013     ,   ,  237   , ,  5097.9868   ,    468.3732    ,   468.3732    ,  
WMAP_2013     ,   ,  238   , ,  5786.3975   ,    466.6864    ,   466.6864    ,  
WMAP_2013     ,   ,  239   , ,  5423.4517   ,    464.9617    ,   464.9617    ,  
WMAP_2013     ,   ,  240   , ,  6364.6494   ,    463.1993    ,   463.1993    ,  
WMAP_2013     ,   ,  241   , ,  5834.6987   ,    461.4054    ,   461.4054    ,  
WMAP_2013     ,   ,  242   , ,  5376.7695   ,    459.5681    ,   459.5681    ,  
WMAP_2013     ,   ,  243   , ,  5635.2227   ,    457.6997    ,   457.6997    ,  
WMAP_2013     ,   ,  244   , ,  5116.2329   ,    455.7942    ,   455.7942    ,  
WMAP_2013     ,   ,  245   , ,  6446.2573   ,    453.8519    ,   453.8519    ,  
WMAP_2013     ,   ,  246   , ,  5499.9365   ,    451.8790    ,   451.8790    ,  
WMAP_2013     ,   ,  247   , ,  5980.4961   ,    449.8694    ,   449.8694    ,  
WMAP_2013     ,   ,  248   , ,  5894.1494   ,    447.8294    ,   447.8294    ,  
WMAP_2013     ,   ,  249   , ,  4602.6543   ,    445.7591    ,   445.7591    ,  
WMAP_2013     ,   ,  250   , ,  5464.8325   ,    443.6587    ,   443.6587    ,  
WMAP_2013     ,   ,  251   , ,  5169.2607   ,    441.5223    ,   441.5223    ,  
WMAP_2013     ,   ,  252   , ,  6055.6221   ,    439.3560    ,   439.3560    ,  
WMAP_2013     ,   ,  253   , ,  4873.3340   ,    437.1658    ,   437.1658    ,  
WMAP_2013     ,   ,  254   , ,  4790.7690   ,    434.9403    ,   434.9403    ,  
WMAP_2013     ,   ,  255   , ,  5343.2949   ,    432.6853    ,   432.6853    ,  
WMAP_2013     ,   ,  256   , ,  6321.0864   ,    430.4011    ,   430.4011    ,  
WMAP_2013     ,   ,  257   , ,  5523.2559   ,    428.0936    ,   428.0936    ,  
WMAP_2013     ,   ,  258   , ,  5396.1733   ,    425.7571    ,   425.7571    ,  
WMAP_2013     ,   ,  259   , ,  4705.9688   ,    423.3919    ,   423.3919    ,  
WMAP_2013     ,   ,  260   , ,  5476.7031   ,    421.0095    ,   421.0095    ,  
WMAP_2013     ,   ,  261   , ,  5109.2808   ,    418.5986    ,   418.5986    ,  
WMAP_2013     ,   ,  262   , ,  5672.8506   ,    416.1650    ,   416.1650    ,  
WMAP_2013     ,   ,  263   , ,  5601.0635   ,    413.7146    ,   413.7146    ,  
WMAP_2013     ,   ,  264   , ,  4698.4604   ,    411.2416    ,   411.2416    ,  
WMAP_2013     ,   ,  265   , ,  4231.4922   ,    408.7464    ,   408.7464    ,  
WMAP_2013     ,   ,  266   , ,  5745.9243   ,    406.2346    ,   406.2346    ,  
WMAP_2013     ,   ,  267   , ,  5032.5229   ,    403.7006    ,   403.7006    ,  
WMAP_2013     ,   ,  268   , ,  5563.9971   ,    401.1502    ,   401.1502    ,  
WMAP_2013     ,   ,  269   , ,  4777.7788   ,    398.5835    ,   398.5835    ,  
WMAP_2013     ,   ,  270   , ,  4536.8438   ,    395.9948    ,   395.9948    ,  
WMAP_2013     ,   ,  271   , ,  5340.2505   ,    393.3899    ,   393.3899    ,  
WMAP_2013     ,   ,  272   , ,  6199.7271   ,    390.7746    ,   390.7746    ,  
WMAP_2013     ,   ,  273   , ,  4984.1548   ,    388.1432    ,   388.1432    ,  
WMAP_2013     ,   ,  274   , ,  5285.9165   ,    385.4958    ,   385.4958    ,  
WMAP_2013     ,   ,  275   , ,  4290.7500   ,    382.8324    ,   382.8324    ,  
WMAP_2013     ,   ,  276   , ,  4189.0498   ,    380.1643    ,   380.1643    ,  
WMAP_2013     ,   ,  277   , ,  5256.2817   ,    377.4747    ,   377.4747    ,  
WMAP_2013     ,   ,  278   , ,  4921.2451   ,    374.7805    ,   374.7805    ,  
WMAP_2013     ,   ,  279   , ,  5167.1816   ,    372.0759    ,   372.0759    ,  
WMAP_2013     ,   ,  280   , ,  4376.5308   ,    369.3613    ,   369.3613    ,  
WMAP_2013     ,   ,  281   , ,  4394.8496   ,    366.6420    ,   366.6420    ,  
WMAP_2013     ,   ,  282   , ,  4949.9429   ,    363.9070    ,   363.9070    ,  
WMAP_2013     ,   ,  283   , ,  5300.9971   ,    361.1730    ,   361.1730    ,  
WMAP_2013     ,   ,  284   , ,  4563.2910   ,    358.4287    ,   358.4287    ,  
WMAP_2013     ,   ,  285   , ,  4169.6714   ,    355.6800    ,   355.6800    ,  
WMAP_2013     ,   ,  286   , ,  4607.9463   ,    352.9211    ,   352.9211    ,  
WMAP_2013     ,   ,  287   , ,  4502.3975   ,    350.1631    ,   350.1631    ,  
WMAP_2013     ,   ,  288   , ,  4218.4072   ,    347.4005    ,   347.4005    ,  
WMAP_2013     ,   ,  289   , ,  4985.3892   ,    344.6387    ,   344.6387    ,  
WMAP_2013     ,   ,  290   , ,  4687.3848   ,    341.8723    ,   341.8723    ,  
WMAP_2013     ,   ,  291   , ,  3393.5139   ,    339.1067    ,   339.1067    ,  
WMAP_2013     ,   ,  292   , ,  4405.9893   ,    336.3363    ,   336.3363    ,  
WMAP_2013     ,   ,  293   , ,  4659.4546   ,    333.5722    ,   333.5722    ,  
WMAP_2013     ,   ,  294   , ,  4233.2656   ,    330.8032    ,   330.8032    ,  
WMAP_2013     ,   ,  295   , ,  4343.7852   ,    328.0404    ,   328.0404    ,  
WMAP_2013     ,   ,  296   , ,  4414.4067   ,    325.2782    ,   325.2782    ,  
WMAP_2013     ,   ,  297   , ,  4203.0752   ,    322.5165    ,   322.5165    ,  
WMAP_2013     ,   ,  298   , ,  4163.0894   ,    319.7554    ,   319.7554    ,  
WMAP_2013     ,   ,  299   , ,  4041.4312   ,    317.0056    ,   317.0056    ,  
WMAP_2013     ,   ,  300   , ,  4687.4883   ,    314.2562    ,   314.2562    ,  
WMAP_2013     ,   ,  301   , ,  3591.1367   ,    311.5126    ,   311.5126    ,  
WMAP_2013     ,   ,  302   , ,  4441.2686   ,    308.7747    ,   308.7747    ,  
WMAP_2013     ,   ,  303   , ,  3541.5095   ,    306.0477    ,   306.0477    ,  
WMAP_2013     ,   ,  304   , ,  4021.0166   ,    303.3262    ,   303.3262    ,  
WMAP_2013     ,   ,  305   , ,  4093.2026   ,    300.6154    ,   300.6154    ,  
WMAP_2013     ,   ,  306   , ,  3633.9001   ,    297.9101    ,   297.9101    ,  
WMAP_2013     ,   ,  307   , ,  3560.9241   ,    295.2151    ,   295.2151    ,  
WMAP_2013     ,   ,  308   , ,  3994.9617   ,    292.5306    ,   292.5306    ,  
WMAP_2013     ,   ,  309   , ,  3918.2583   ,    289.8618    ,   289.8618    ,  
WMAP_2013     ,   ,  310   , ,  3935.5728   ,    287.1979    ,   287.1979    ,  
WMAP_2013     ,   ,  311   , ,  3731.5225   ,    284.5493    ,   284.5493    ,  
WMAP_2013     ,   ,  312   , ,  3557.8562   ,    281.9162    ,   281.9162    ,  
WMAP_2013     ,   ,  313   , ,  3500.8521   ,    279.2930    ,   279.2930    ,  
WMAP_2013     ,   ,  314   , ,  3012.5754   ,    276.6849    ,   276.6849    ,  
WMAP_2013     ,   ,  315   , ,  3574.5437   ,    274.0865    ,   274.0865    ,  
WMAP_2013     ,   ,  316   , ,  3806.6292   ,    271.5083    ,   271.5083    ,  
WMAP_2013     ,   ,  317   , ,  3273.0305   ,    268.9448    ,   268.9448    ,  
WMAP_2013     ,   ,  318   , ,  3170.3625   ,    266.4012    ,   266.4012    ,  
WMAP_2013     ,   ,  319   , ,  3652.1138   ,    263.8721    ,   263.8721    ,  
WMAP_2013     ,   ,  320   , ,  3773.4641   ,    261.3574    ,   261.3574    ,  
WMAP_2013     ,   ,  321   , ,  2727.0396   ,    258.8624    ,   258.8624    ,  
WMAP_2013     ,   ,  322   , ,  3593.2048   ,    256.3867    ,   256.3867    ,  
WMAP_2013     ,   ,  323   , ,  3321.0181   ,    253.9304    ,   253.9304    ,  
WMAP_2013     ,   ,  324   , ,  3329.4407   ,    251.4933    ,   251.4933    ,  
WMAP_2013     ,   ,  325   , ,  3356.6064   ,    249.0805    ,   249.0805    ,  
WMAP_2013     ,   ,  326   , ,  3715.1785   ,    246.6813    ,   246.6813    ,  
WMAP_2013     ,   ,  327   , ,  3248.8220   ,    244.3063    ,   244.3063    ,  
WMAP_2013     ,   ,  328   , ,  3175.0566   ,    241.9552    ,   241.9552    ,  
WMAP_2013     ,   ,  329   , ,  3220.1853   ,    239.6229    ,   239.6229    ,  
WMAP_2013     ,   ,  330   , ,  3149.0635   ,    237.3142    ,   237.3142    ,  
WMAP_2013     ,   ,  331   , ,  3418.1870   ,    235.0293    ,   235.0293    ,  
WMAP_2013     ,   ,  332   , ,  2752.8555   ,    232.7678    ,   232.7678    ,  
WMAP_2013     ,   ,  333   , ,  2546.0930   ,    230.5296    ,   230.5296    ,  
WMAP_2013     ,   ,  334   , ,  2792.4353   ,    228.3201    ,   228.3201    ,  
WMAP_2013     ,   ,  335   , ,  2997.3582   ,    226.1336    ,   226.1336    ,  
WMAP_2013     ,   ,  336   , ,  3149.2229   ,    223.9704    ,   223.9704    ,  
WMAP_2013     ,   ,  337   , ,  2890.2600   ,    221.8352    ,   221.8352    ,  
WMAP_2013     ,   ,  338   , ,  3061.3735   ,    219.7229    ,   219.7229    ,  
WMAP_2013     ,   ,  339   , ,  2604.2595   ,    217.6437    ,   217.6437    ,  
WMAP_2013     ,   ,  340   , ,  3261.8052   ,    215.5870    ,   215.5870    ,  
WMAP_2013     ,   ,  341   , ,  2745.3716   ,    213.5579    ,   213.5579    ,  
WMAP_2013     ,   ,  342   , ,  2810.5596   ,    211.5565    ,   211.5565    ,  
WMAP_2013     ,   ,  343   , ,  2682.0645   ,    209.5877    ,   209.5877    ,  
WMAP_2013     ,   ,  344   , ,  2579.9727   ,    207.6463    ,   207.6463    ,  
WMAP_2013     ,   ,  345   , ,  2489.8909   ,    205.7269    ,   205.7269    ,  
WMAP_2013     ,   ,  346   , ,  2530.8718   ,    203.8450    ,   203.8450    ,  
WMAP_2013     ,   ,  347   , ,  2312.0444   ,    201.9849    ,   201.9849    ,  
WMAP_2013     ,   ,  348   , ,  2292.5562   ,    200.1569    ,   200.1569    ,  
WMAP_2013     ,   ,  349   , ,  2440.5879   ,    198.3608    ,   198.3608    ,  
WMAP_2013     ,   ,  350   , ,  2458.0496   ,    196.5914    ,   196.5914    ,  
WMAP_2013     ,   ,  351   , ,  2697.6418   ,    194.8590    ,   194.8590    ,  
WMAP_2013     ,   ,  352   , ,  2442.0029   ,    193.1530    ,   193.1530    ,  
WMAP_2013     ,   ,  353   , ,  2747.3452   ,    191.4784    ,   191.4784    ,  
WMAP_2013     ,   ,  354   , ,  2598.9851   ,    189.8350    ,   189.8350    ,  
WMAP_2013     ,   ,  355   , ,  2346.5117   ,    188.2229    ,   188.2229    ,  
WMAP_2013     ,   ,  356   , ,  2283.6106   ,    186.6468    ,   186.6468    ,  
WMAP_2013     ,   ,  357   , ,  2254.9932   ,    185.1014    ,   185.1014    ,  
WMAP_2013     ,   ,  358   , ,  2347.3157   ,    183.5865    ,   183.5865    ,  
WMAP_2013     ,   ,  359   , ,  2066.9331   ,    182.1022    ,   182.1022    ,  
WMAP_2013     ,   ,  360   , ,  2289.0928   ,    180.6536    ,   180.6536    ,  
WMAP_2013     ,   ,  361   , ,  2495.1670   ,    179.2349    ,   179.2349    ,  
WMAP_2013     ,   ,  362   , ,  2269.7722   ,    177.8512    ,   177.8512    ,  
WMAP_2013     ,   ,  363   , ,  2326.7915   ,    176.4976    ,   176.4976    ,  
WMAP_2013     ,   ,  364   , ,  2481.5161   ,    175.1787    ,   175.1787    ,  
WMAP_2013     ,   ,  365   , ,  1862.5752   ,    173.8895    ,   173.8895    ,  
WMAP_2013     ,   ,  366   , ,  1847.3583   ,    172.6345    ,   172.6345    ,  
WMAP_2013     ,   ,  367   , ,  2124.3936   ,    171.4143    ,   171.4143    ,  
WMAP_2013     ,   ,  368   , ,  1981.1639   ,    170.2232    ,   170.2232    ,  
WMAP_2013     ,   ,  369   , ,  2255.8733   ,    169.0715    ,   169.0715    ,  
WMAP_2013     ,   ,  370   , ,  1999.2998   ,    167.9486    ,   167.9486    ,  
WMAP_2013     ,   ,  371   , ,  2250.1089   ,    166.8601    ,   166.8601    ,  
WMAP_2013     ,   ,  372   , ,  2104.7302   ,    165.7998    ,   165.7998    ,  
WMAP_2013     ,   ,  373   , ,  2299.1841   ,    164.7784    ,   164.7784    ,  
WMAP_2013     ,   ,  374   , ,  1932.3984   ,    163.7905    ,   163.7905    ,  
WMAP_2013     ,   ,  375   , ,  2113.2681   ,    162.8309    ,   162.8309    ,  
WMAP_2013     ,   ,  376   , ,  2135.8887   ,    161.9049    ,   161.9049    ,  
WMAP_2013     ,   ,  377   , ,  1848.3878   ,    161.0167    ,   161.0167    ,  
WMAP_2013     ,   ,  378   , ,  2147.3816   ,    160.1566    ,   160.1566    ,  
WMAP_2013     ,   ,  379   , ,  2347.2729   ,    159.3296    ,   159.3296    ,  
WMAP_2013     ,   ,  380   , ,  1821.4569   ,    158.5405    ,   158.5405    ,  
WMAP_2013     ,   ,  381   , ,  1863.4640   ,    157.7792    ,   157.7792    ,  
WMAP_2013     ,   ,  382   , ,  1733.0779   ,    157.0505    ,   157.0505    ,  
WMAP_2013     ,   ,  383   , ,  1960.3090   ,    156.3543    ,   156.3543    ,  
WMAP_2013     ,   ,  384   , ,  2026.9243   ,    155.6957    ,   155.6957    ,  
WMAP_2013     ,   ,  385   , ,  1653.8799   ,    155.0643    ,   155.0643    ,  
WMAP_2013     ,   ,  386   , ,  1670.0909   ,    154.4648    ,   154.4648    ,  
WMAP_2013     ,   ,  387   , ,  2139.1819   ,    153.8973    ,   153.8973    ,  
WMAP_2013     ,   ,  388   , ,  1756.9095   ,    153.3620    ,   153.3620    ,  
WMAP_2013     ,   ,  389   , ,  1653.9946   ,    152.8582    ,   152.8582    ,  
WMAP_2013     ,   ,  390   , ,  1947.4109   ,    152.3863    ,   152.3863    ,  
WMAP_2013     ,   ,  391   , ,  1744.4850   ,    151.9458    ,   151.9458    ,  
WMAP_2013     ,   ,  392   , ,  1757.9115   ,    151.5321    ,   151.5321    ,  
WMAP_2013     ,   ,  393   , ,  1767.3104   ,    151.1546    ,   151.1546    ,  
WMAP_2013     ,   ,  394   , ,  2019.1433   ,    150.8035    ,   150.8035    ,  
WMAP_2013     ,   ,  395   , ,  1875.6929   ,    150.4830    ,   150.4830    ,  
WMAP_2013     ,   ,  396   , ,  1609.4277   ,    150.1935    ,   150.1935    ,  
WMAP_2013     ,   ,  397   , ,  1522.5415   ,    149.9298    ,   149.9298    ,  
WMAP_2013     ,   ,  398   , ,  1728.8591   ,    149.6970    ,   149.6970    ,  
WMAP_2013     ,   ,  399   , ,  1761.4371   ,    149.4949    ,   149.4949    ,  
WMAP_2013     ,   ,  400   , ,  1730.0482   ,    149.3186    ,   149.3186    ,  
WMAP_2013     ,   ,  401   , ,  1883.5179   ,    149.1723    ,   149.1723    ,  
WMAP_2013     ,   ,  402   , ,  1735.0419   ,    149.0562    ,   149.0562    ,  
WMAP_2013     ,   ,  403   , ,  1643.0560   ,    148.9658    ,   148.9658    ,  
WMAP_2013     ,   ,  404   , ,  1756.6888   ,    148.9009    ,   148.9009    ,  
WMAP_2013     ,   ,  405   , ,  1732.9695   ,    148.8659    ,   148.8659    ,  
WMAP_2013     ,   ,  406   , ,  1887.9271   ,    148.8563    ,   148.8563    ,  
WMAP_2013     ,   ,  407   , ,  1914.2020   ,    148.8771    ,   148.8771    ,  
WMAP_2013     ,   ,  408   , ,  1629.7875   ,    148.9234    ,   148.9234    ,  
WMAP_2013     ,   ,  409   , ,  1750.8655   ,    148.9945    ,   148.9945    ,  
WMAP_2013     ,   ,  410   , ,  1602.9044   ,    149.0909    ,   149.0909    ,  
WMAP_2013     ,   ,  411   , ,  1829.3965   ,    149.2123    ,   149.2123    ,  
WMAP_2013     ,   ,  412   , ,  1667.6289   ,    149.3586    ,   149.3586    ,  
WMAP_2013     ,   ,  413   , ,  1605.0358   ,    149.5300    ,   149.5300    ,  
WMAP_2013     ,   ,  414   , ,  1659.7629   ,    149.7220    ,   149.7220    ,  
WMAP_2013     ,   ,  415   , ,  1778.4890   ,    149.9436    ,   149.9436    ,  
WMAP_2013     ,   ,  416   , ,  1735.3766   ,    150.1853    ,   150.1853    ,  
WMAP_2013     ,   ,  417   , ,  1511.7946   ,    150.4517    ,   150.4517    ,  
WMAP_2013     ,   ,  418   , ,  1691.9928   ,    150.7379    ,   150.7379    ,  
WMAP_2013     ,   ,  419   , ,  1736.4478   ,    151.0495    ,   151.0495    ,  
WMAP_2013     ,   ,  420   , ,  1754.3763   ,    151.3862    ,   151.3862    ,  
WMAP_2013     ,   ,  421   , ,  1576.9458   ,    151.7422    ,   151.7422    ,  
WMAP_2013     ,   ,  422   , ,  1872.2006   ,    152.1181    ,   152.1181    ,  
WMAP_2013     ,   ,  423   , ,  1888.8521   ,    152.5142    ,   152.5142    ,  
WMAP_2013     ,   ,  424   , ,  1856.0660   ,    152.9297    ,   152.9297    ,  
WMAP_2013     ,   ,  425   , ,  1663.2856   ,    153.3698    ,   153.3698    ,  
WMAP_2013     ,   ,  426   , ,  1633.9048   ,    153.8303    ,   153.8303    ,  
WMAP_2013     ,   ,  427   , ,  1588.4601   ,    154.3056    ,   154.3056    ,  
WMAP_2013     ,   ,  428   , ,  1612.7854   ,    154.8006    ,   154.8006    ,  
WMAP_2013     ,   ,  429   , ,  2162.9717   ,    155.3153    ,   155.3153    ,  
WMAP_2013     ,   ,  430   , ,  1549.4421   ,    155.8503    ,   155.8503    ,  
WMAP_2013     ,   ,  431   , ,  1567.7155   ,    156.4002    ,   156.4002    ,  
WMAP_2013     ,   ,  432   , ,  1924.8347   ,    156.9651    ,   156.9651    ,  
WMAP_2013     ,   ,  433   , ,  1819.0277   ,    157.5497    ,   157.5497    ,  
WMAP_2013     ,   ,  434   , ,  2099.9153   ,    158.1486    ,   158.1486    ,  
WMAP_2013     ,   ,  435   , ,  1711.9264   ,    158.7632    ,   158.7632    ,  
WMAP_2013     ,   ,  436   , ,  1530.9801   ,    159.3936    ,   159.3936    ,  
WMAP_2013     ,   ,  437   , ,  2094.6824   ,    160.0429    ,   160.0429    ,  
WMAP_2013     ,   ,  438   , ,  1866.4464   ,    160.7027    ,   160.7027    ,  
WMAP_2013     ,   ,  439   , ,  1578.5482   ,    161.3819    ,   161.3819    ,  
WMAP_2013     ,   ,  440   , ,  1780.1390   ,    162.0716    ,   162.0716    ,  
WMAP_2013     ,   ,  441   , ,  1881.7209   ,    162.7759    ,   162.7759    ,  
WMAP_2013     ,   ,  442   , ,  2178.0193   ,    163.4909    ,   163.4909    ,  
WMAP_2013     ,   ,  443   , ,  1699.5951   ,    164.2212    ,   164.2212    ,  
WMAP_2013     ,   ,  444   , ,  1667.4966   ,    164.9615    ,   164.9615    ,  
WMAP_2013     ,   ,  445   , ,  1828.0623   ,    165.7167    ,   165.7167    ,  
WMAP_2013     ,   ,  446   , ,  1748.3585   ,    166.4777    ,   166.4777    ,  
WMAP_2013     ,   ,  447   , ,  1817.8489   ,    167.2544    ,   167.2544    ,  
WMAP_2013     ,   ,  448   , ,  1816.6589   ,    168.0372    ,   168.0372    ,  
WMAP_2013     ,   ,  449   , ,  1803.3807   ,    168.8300    ,   168.8300    ,  
WMAP_2013     ,   ,  450   , ,  1912.9178   ,    169.6383    ,   169.6383    ,  
WMAP_2013     ,   ,  451   , ,  2087.1414   ,    170.4525    ,   170.4525    ,  
WMAP_2013     ,   ,  452   , ,  2198.3577   ,    171.2730    ,   171.2730    ,  
WMAP_2013     ,   ,  453   , ,  2125.2395   ,    172.1084    ,   172.1084    ,  
WMAP_2013     ,   ,  454   , ,  1865.4795   ,    172.9454    ,   172.9454    ,  
WMAP_2013     ,   ,  455   , ,  2224.9810   ,    173.7938    ,   173.7938    ,  
WMAP_2013     ,   ,  456   , ,  2176.2832   ,    174.6520    ,   174.6520    ,  
WMAP_2013     ,   ,  457   , ,  1757.1086   ,    175.5125    ,   175.5125    ,  
WMAP_2013     ,   ,  458   , ,  1832.8232   ,    176.3788    ,   176.3788    ,  
WMAP_2013     ,   ,  459   , ,  2220.1213   ,    177.2563    ,   177.2563    ,  
WMAP_2013     ,   ,  460   , ,  2020.7822   ,    178.1358    ,   178.1358    ,  
WMAP_2013     ,   ,  461   , ,  2046.7350   ,    179.0211    ,   179.0211    ,  
WMAP_2013     ,   ,  462   , ,  2485.2485   ,    179.9082    ,   179.9082    ,  
WMAP_2013     ,   ,  463   , ,  2155.6360   ,    180.8019    ,   180.8019    ,  
WMAP_2013     ,   ,  464   , ,  2191.4385   ,    181.6969    ,   181.6969    ,  
WMAP_2013     ,   ,  465   , ,  2763.8223   ,    182.5989    ,   182.5989    ,  
WMAP_2013     ,   ,  466   , ,  2189.7280   ,    183.5029    ,   183.5029    ,  
WMAP_2013     ,   ,  467   , ,  2361.3132   ,    184.4129    ,   184.4129    ,  
WMAP_2013     ,   ,  468   , ,  2004.4438   ,    185.3206    ,   185.3206    ,  
WMAP_2013     ,   ,  469   , ,  2170.3784   ,    186.2354    ,   186.2354    ,  
WMAP_2013     ,   ,  470   , ,  1996.2780   ,    187.1516    ,   187.1516    ,  
WMAP_2013     ,   ,  471   , ,  2554.1118   ,    188.0656    ,   188.0656    ,  
WMAP_2013     ,   ,  472   , ,  2157.4675   ,    188.9818    ,   188.9818    ,  
WMAP_2013     ,   ,  473   , ,  2438.9375   ,    189.9003    ,   189.9003    ,  
WMAP_2013     ,   ,  474   , ,  2221.4189   ,    190.8164    ,   190.8164    ,  
WMAP_2013     ,   ,  475   , ,  1983.0885   ,    191.7353    ,   191.7353    ,  
WMAP_2013     ,   ,  476   , ,  2345.2278   ,    192.6510    ,   192.6510    ,  
WMAP_2013     ,   ,  477   , ,  2129.6262   ,    193.5644    ,   193.5644    ,  
WMAP_2013     ,   ,  478   , ,  2211.4663   ,    194.4812    ,   194.4812    ,  
WMAP_2013     ,   ,  479   , ,  2422.6807   ,    195.3967    ,   195.3967    ,  
WMAP_2013     ,   ,  480   , ,  2323.3611   ,    196.3098    ,   196.3098    ,  
WMAP_2013     ,   ,  481   , ,  2308.0640   ,    197.2201    ,   197.2201    ,  
WMAP_2013     ,   ,  482   , ,  2035.2120   ,    198.1335    ,   198.1335    ,  
WMAP_2013     ,   ,  483   , ,  2472.9624   ,    199.0408    ,   199.0408    ,  
WMAP_2013     ,   ,  484   , ,  2231.7773   ,    199.9419    ,   199.9419    ,  
WMAP_2013     ,   ,  485   , ,  2142.3765   ,    200.8460    ,   200.8460    ,  
WMAP_2013     ,   ,  486   , ,  2407.3096   ,    201.7453    ,   201.7453    ,  
WMAP_2013     ,   ,  487   , ,  2044.5077   ,    202.6381    ,   202.6381    ,  
WMAP_2013     ,   ,  488   , ,  2447.6853   ,    203.5300    ,   203.5300    ,  
WMAP_2013     ,   ,  489   , ,  2241.8735   ,    204.4151    ,   204.4151    ,  
WMAP_2013     ,   ,  490   , ,  2592.6934   ,    205.3004    ,   205.3004    ,  
WMAP_2013     ,   ,  491   , ,  2455.9819   ,    206.1753    ,   206.1753    ,  
WMAP_2013     ,   ,  492   , ,  2496.1528   ,    207.0489    ,   207.0489    ,  
WMAP_2013     ,   ,  493   , ,  2418.0662   ,    207.9176    ,   207.9176    ,  
WMAP_2013     ,   ,  494   , ,  2644.1848   ,    208.7860    ,   208.7860    ,  
WMAP_2013     ,   ,  495   , ,  2375.9465   ,    209.6438    ,   209.6438    ,  
WMAP_2013     ,   ,  496   , ,  2159.0547   ,    210.4950    ,   210.4950    ,  
WMAP_2013     ,   ,  497   , ,  2170.4800   ,    211.3430    ,   211.3430    ,  
WMAP_2013     ,   ,  498   , ,  2207.8481   ,    212.1850    ,   212.1850    ,  
WMAP_2013     ,   ,  499   , ,  2571.8032   ,    213.0230    ,   213.0230    ,  
WMAP_2013     ,   ,  500   , ,  2794.2095   ,    213.8559    ,   213.8559    ,  
SPTPol, 50.0  ,  75.8  ,  100.0 ,  1341.6 ,469.8 , 469.8 , 
SPTPol, 100.0 ,  124.5 ,  150.0 ,  5187.0 ,530.8 , 530.8 , 
SPTPol, 150.0 ,  174.7 ,  200.0 ,  4785.2 ,588.8 , 588.8 , 
SPTPol, 200.0 ,  224.6 ,  250.0 ,  6397.1 ,639.4 , 639.4 , 
SPTPol, 250.0 ,  274.5 ,  300.0 ,  4226.3 ,447.3 , 447.3 , 
SPTPol, 300.0 ,  324.5 ,  350.0 ,  3551.0 ,298.2 , 298.2 ,    
SPTPol, 350.0 ,  374.5 ,  400.0 ,  1767.6 ,167.4 , 167.4 ,    
SPTPol, 400.0 ,  424.4 ,  450.0 ,  1941.2 ,142.4 , 142.4 ,    
SPTPol, 450.0 ,  474.5 ,  500.0 ,  2157.1 ,151.3 , 151.3 , 
SPTPol, 500.0 ,  524.5 ,  550.0 ,  2634.1 ,164.8 , 164.8 , 
SPTPol, 550.0 ,  574.5 ,  600.0 ,  2349.0 ,144.5 , 144.5 , 
SPTPol, 600.0 ,  624.4 ,  650.0 ,  2102.6 ,125.3 , 125.3 , 
SPTPol, 650.0 ,  674.5 ,  700.0 ,  1903.2 ,108.7 , 108.7 ,    
SPTPol, 700.0 ,  724.5 ,  750.0 ,  2143.2 ,109.3 , 109.3 ,    
SPTPol, 750.0 ,  774.6 ,  800.0 ,  2466.3 ,128.9 , 128.9 , 
SPTPol, 800.0 ,  824.5 ,  850.0 ,  2555.5 ,131.7 , 131.7 , 
SPTPol, 850.0 ,  874.5 ,  900.0 ,  2160.0 ,111.1 , 111.1 , 
SPTPol, 900.0 ,  924.5 ,  950.0 ,  1556.4 ,81.2  , 81.2  , 
SPTPol, 950.0 ,  974.5 ,  1000.0,  1301.6 ,61.6  , 61.6  , 
SPTPol, 1000.0,  1024.5,  1050.0,  1062.9 ,53.9  , 53.9  , 
SPTPol, 1050.0,  1074.5,  1100.0,  1161.7 ,56.9  , 56.9  , 
SPTPol, 1100.0,  1124.5,  1150.0,  1228.0 ,58.0  , 58.0  , 
SPTPol, 1150.0,  1174.6,  1200.0,  1152.2 ,51.6  , 51.6  , 
SPTPol, 1200.0,  1224.5,  1250.0,  902.7  ,39.8  , 39.8  , 
SPTPol, 1250.0,  1274.5,  1300.0,  773.8  ,33.0  , 33.0  , 
SPTPol, 1300.0,  1324.4,  1350.0,  695.6  ,32.2  , 32.2  , 
SPTPol, 1350.0,  1374.4,  1400.0,  724.8  ,31.4  , 31.4  , 
SPTPol, 1400.0,  1424.5,  1450.0,  818.2  ,30.2  , 30.2  , 
SPTPol, 1450.0,  1474.5,  1500.0,  722.0  ,30.2  , 30.2  , 
SPTPol, 1500.0,  1524.5,  1550.0,  622.1  ,22.3  , 22.3  , 
SPTPol, 1550.0,  1574.5,  1600.0,  473.5  ,17.6  , 17.6  , 
SPTPol, 1600.0,  1624.4,  1650.0,  383.4  ,16.4  , 16.4  , 
